minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Marvin the Martian,0.6060641266939206,32.35252732591338,13.720962018800687,33.10631048681554,7.8398412844904755,24.351152610441382,11.868829834426627,21.541032631764292
12,Road Runner,0.6258102050285312,29.760338989644012,13.150386223957465,37.91475545905073,6.418653055584201,25.00665886581247,10.76247446244505,24.023287254173884
12,Foghorn Leghorn,0.6258653728794211,29.257664638921643,14.62286443385428,33.61034546307011,6.41674182761553,23.070683434068904,13.124633320839415,25.058350246609532
12,Bugs Bunny,0.6474047060479158,32.3461741116714,17.732105228696668,35.584896797843044,4.544256974652894,21.77201776715302,11.517728359150347,25.08644909950542
12,Elmer Fudd,0.6282792466224347,31.636123762684086,15.541219564827546,35.72694612052947,3.9228755412535534,30.317596690086738,16.9717298719513,27.663988277867336
12,Lola Bunny,0.6201150221894824,34.5322867007827,12.818531715035657,40.99047736212446,3.756219291005701,19.203639249851076,17.707674904415008,40.098825132283636
12,Porky Pig,0.6049599692170319,30.992410789591272,16.240963973963332,35.29258633762379,4.587003657075273,18.567455671883312,12.720994718366777,26.834692525010663
12,Tasmanian Devil,0.6130700877812458,30.902635962199,14.713003885565401,39.4580358937809,4.204375618819732,17.85274762350612,9.102245244779605,26.148258581999084
12,Gossamer,0.6251585767197608,36.05960510616607,15.696512647592732,34.13104787890367,5.23487372083363,14.676923754011746,13.124440733437929,30.897828971093926
12,Granny,0.6081845480571427,29.00587044030958,14.385823723226999,33.64745442779817,5.465362004972562,23.22287167353436,14.320484909443257,25.98518262598881
12,Wile E. Coyote,0.614640427652285,31.195728355530353,14.254692491024564,30.72037437376283,7.752750947229755,18.797452666903066,13.15144673384273,25.432184987044554
12,Tweety,0.6068565190166616,26.445093707925633,13.67273847873448,35.718809947659786,9.33685741416466,27.074300712952667,10.993699188035304,19.319415390821387
12,Penelope,0.6215136603092819,25.571359356675817,14.315452506497833,29.379652867768055,7.3346652582815945,20.634705068845054,11.344417141593517,20.892141051194766
12,Daffy Duck,0.6269469584033642,33.12743732540875,15.829314468419472,29.0363104668276,6.122259936847355,22.70810621712126,16.360657944473346,26.88017483486588
24,Sylvester,0.6170693719870541,29.59530254014057,16.04909558206014,34.668759053021454,8.42658158598002,19.034355669022734,12.454176515979338,25.496464680575723
24,Marvin the Martian,0.6029277644427039,36.16377104556664,14.773455453671613,31.572196244411913,6.267909933411529,17.651387995376595,13.803985528056367,27.46394927959231
24,Road Runner,0.6217547017014842,27.952951475162106,13.178809736990116,36.3780032134884,6.598384102201507,25.20333824728396,10.20439374650001,21.736607764505113
24,Foghorn Leghorn,0.6222916617051168,28.500431942981315,15.04598756146021,37.46442668412671,4.439744671116108,22.140560443187642,13.222640309857665,28.062152177448407
24,Bugs Bunny,0.6295278201184411,31.76931899121269,15.652177525878699,36.28865165171911,5.31762527036163,21.261936750575614,14.156431675327191,29.374419142785353
24,Elmer Fudd,0.6119409115519369,32.436961483079685,16.09227214333738,38.69079411556781,4.876546324531672,27.471270288794617,14.076308254487454,25.78573242436506
24,Lola Bunny,0.625239392077165,33.5254062139851,13.061384942588298,35.01485696880884,5.497010815448223,25.055078841477005,15.686626552741428,29.71009819028046
24,Porky Pig,0.6113462952703478,32.523911766904874,16.303341177443638,38.51665038558175,6.347500510586961,17.690657972234114,11.964023359865816,28.295974910154694
24,Tasmanian Devil,0.6127563828808966,28.819329129624435,15.186398319815028,33.75653148527478,4.1322879118565385,24.435596881904477,8.272450528430788,17.035552543936948
24,Gossamer,0.611388991634417,34.65912460966277,14.942220103312858,34.309682203423414,4.9344675270658,12.454060195178663,12.590852069380217,31.214054910379627
24,Granny,0.6017764670768505,26.744451691623578,14.859931181959773,36.8605326622198,6.409269658643861,17.304512200788974,16.0912154077021,32.94584688911681
24,Wile E. Coyote,0.6212429474790039,34.93735116394171,13.444969249039028,36.93543144608223,5.706994666356888,22.94155665968822,16.14020728439764,32.44456405784861
24,Tweety,0.6297053917012039,27.678038021262484,14.307162145593107,38.15747055985214,7.4572694692520995,19.81536093175666,12.144148673309058,28.415268374538297
24,Penelope,0.6143178435736346,23.232744351435095,14.30446670147721,28.41610018032011,9.439469953289123,16.36712927448727,14.17721571691924,25.72855402033836
24,Daffy Duck,0.6243740047912385,28.355924986914793,14.141781642333832,30.484304321661796,4.680746538165229,17.15313571254127,14.875012993148108,29.810900762900626
36,Sylvester,0.6182651759416327,33.858318610434445,15.409468268496763,33.91305432635556,7.464945858356017,20.52401432982199,11.899542797424996,24.4356786734978
36,Marvin the Martian,0.6042342824779874,32.787024491587054,14.158474029948925,32.59270124193403,5.4048934677196305,24.179399871783534,14.492057285586371,25.28754969198216
36,Road Runner,0.6135156172721203,28.65945492525583,15.1842719579544,33.23991487306019,5.354863751753433,28.6937646625219,14.35772233291044,22.257063404117584
36,Foghorn Leghorn,0.6204653487106885,27.92704448404384,15.291805229802582,32.98832700471727,5.004125706754509,21.799161082267474,15.297803577293127,28.03415596344613
36,Bugs Bunny,0.6302096816772578,31.048108365130705,14.966657322294004,35.83596745573223,5.795930880975211,17.326136159531178,12.039575885208691,28.831965404145247
36,Elmer Fudd,0.6280907606007523,30.062789326489302,15.896762055895493,38.26395403115206,4.1594731820923885,24.537157555082086,12.740802618666402,26.468819611225943
36,Lola Bunny,0.6415337354908246,35.50387687450299,14.118077453143634,37.89927555648703,3.0383759032493654,26.512239878559782,16.357555753568757,32.61872183471634
36,Porky Pig,0.6074628644822463,32.58917666654155,16.072787790041755,35.588077177273085,4.815550805411373,17.950680115871187,15.05685743258076,30.97188865838714
36,Tasmanian Devil,0.605571274776201,28.4975213169222,14.933230721756933,35.657108002291096,5.8655574344374966,23.180757268301978,7.760374709793866,17.505286044625816
36,Gossamer,0.6244380007261857,34.49481700544415,15.361830441965468,37.39748709493785,5.0185583544095556,13.579458079663773,11.13010705537495,30.811428711654553
36,Granny,0.6056466076008685,30.572297253392716,14.531710120819186,36.525304973328865,5.8289625579051565,22.421475409142715,14.225015486829298,27.910019551856134
36,Wile E. Coyote,0.6230215239306033,33.65654800286264,14.310801635551378,34.136817107768984,7.210987320589456,16.92494863029357,14.01320484052637,30.658918138735228
36,Tweety,0.617671683908203,28.53748149947515,13.517648826210502,37.75821505314861,8.600878521080114,23.391754149599485,11.22533670107305,24.23647303647608
36,Penelope,0.6208018143848382,25.413540914779716,16.923739329376716,31.216304552331405,9.079376785471784,15.410095295204494,14.49941983156828,27.66344561653192
36,Daffy Duck,0.6204654277440367,32.60522826329872,14.14807573922679,34.545614390457224,5.870350871510457,16.272670702645797,14.78218509299507,32.5533442586666
